state,jurisdiction,fipscode,office,candidate,party,votes,totalvotes,state_county,county,result
AR,Crawford,503300000.0,Senate,Conner Eldridge,Democrat,5042,22006,AR Crawford,Crawford County,0.2291193310915205
AR,Crittenden,503500000.0,Senate,Conner Eldridge,Democrat,7412,14765,AR Crittenden,Crittenden County,0.5019979681679648
AR,Crittenden,503500000.0,Senate,Senator John Boozman,Republican,6779,14765,AR Crittenden,Crittenden County,0.45912631222485606
AR,Cross,503700000.0,Senate,Conner Eldridge,Democrat,1997,6671,AR Cross,Cross County,0.29935541897766454
AR,Cross,503700000.0,Senate,Senator John Boozman,Republican,4456,6671,AR Cross,Cross County,0.6679658222155599
AR,Dallas,503900000.0,Senate,Conner Eldridge,Democrat,1171,2689,AR Dallas,Dallas County,0.4354778728151729
AR,Dallas,503900000.0,Senate,Senator John Boozman,Republican,1429,2689,AR Dallas,Dallas County,0.5314243213090368
AR,Desha,504100000.0,Senate,Conner Eldridge,Democrat,2256,4079,AR Desha,Desha County,0.5530767344937485
AR,Desha,504100000.0,Senate,Senator John Boozman,Republican,1727,4079,AR Desha,Desha County,0.4233880853150282
AR,Drew,504300000.0,Senate,Conner Eldridge,Democrat,2413,6327,AR Drew,Drew County,0.3813813813813814
AR,Drew,504300000.0,Senate,Senator John Boozman,Republican,3701,6327,AR Drew,Drew County,0.5849533744270586
AR,Faulkner,504500000.0,Senate,Conner Eldridge,Democrat,16770,46753,AR Faulkner,Faulkner County,0.3586935597715655
AR,Faulkner,504500000.0,Senate,Senator John Boozman,Republican,27632,46753,AR Faulkner,Faulkner County,0.5910208970547345
AR,Franklin,504700000.0,Senate,Conner Eldridge,Democrat,1690,6719,AR Franklin,Franklin County,0.25152552463164163
AR,Franklin,504700000.0,Senate,Senator John Boozman,Republican,4749,6719,AR Franklin,Franklin County,0.7068016073820509
AR,Fulton,504900000.0,Senate,Conner Eldridge,Democrat,1059,4545,AR Fulton,Fulton County,0.233003300330033
AR,Fulton,504900000.0,Senate,Senator John Boozman,Republican,3254,4545,AR Fulton,Fulton County,0.7159515951595159
AR,Garland,505100000.0,Senate,Senator John Boozman,Republican,24262,40380,AR Garland,Garland County,0.6008420009905894
AR,Garland,505100000.0,Senate,Conner Eldridge,Democrat,14385,40380,AR Garland,Garland County,0.3562407132243685
AR,Grant,505300000.0,Senate,Senator John Boozman,Republican,5015,7256,AR Grant,Grant County,0.6911521499448732
AR,Grant,505300000.0,Senate,Conner Eldridge,Democrat,1877,7256,AR Grant,Grant County,0.2586824696802646
AR,Greene,505500000.0,Senate,Senator John Boozman,Republican,9842,14042,AR Greene,Greene County,0.7008973080757727
AR,Greene,505500000.0,Senate,Conner Eldridge,Democrat,3405,14042,AR Greene,Greene County,0.24248682523857001
AR,Hempstead,505700000.0,Senate,Senator John Boozman,Republican,4168,6711,AR Hempstead,Hempstead County,0.621069885263001
AR,Hempstead,505700000.0,Senate,Conner Eldridge,Democrat,2352,6711,AR Hempstead,Hempstead County,0.35046937863209654
AR,Hot Spring,505900000.0,Senate,Senator John Boozman,Republican,7259,11655,AR Hot Spring,Hot spring County,0.6228228228228229
AR,Hot Spring,505900000.0,Senate,Conner Eldridge,Democrat,4006,11655,AR Hot Spring,Hot spring County,0.3437151437151437
AR,Howard,506100000.0,Senate,Senator John Boozman,Republican,2969,4481,AR Howard,Howard County,0.6625753180093729
AR,Howard,506100000.0,Senate,Conner Eldridge,Democrat,1377,4481,AR Howard,Howard County,0.307297478241464
AR,Independence,506300000.0,Senate,Senator John Boozman,Republican,9020,13268,AR Independence,Independence County,0.6798311727464577
AR,Independence,506300000.0,Senate,Conner Eldridge,Democrat,3747,13268,AR Independence,Independence County,0.28240880313536326
AR,Izard,506500000.0,Senate,Senator John Boozman,Republican,3593,5224,AR Izard,Izard County,0.6877871362940275
AR,Izard,506500000.0,Senate,Conner Eldridge,Democrat,1404,5224,AR Izard,Izard County,0.26875957120980093
AR,Jackson,506700000.0,Senate,Senator John Boozman,Republican,2958,5078,AR Jackson,Jackson County,0.5825128003150847
AR,Jackson,506700000.0,Senate,Conner Eldridge,Democrat,1951,5078,AR Jackson,Jackson County,0.3842063804647499
AR,Jefferson,506900000.0,Senate,Senator John Boozman,Republican,8805,24930,AR Jefferson,Jefferson County,0.35318892900120336
AR,Jefferson,506900000.0,Senate,Conner Eldridge,Democrat,15342,24930,AR Jefferson,Jefferson County,0.6154031287605295
AR,Johnson,507100000.0,Senate,Senator John Boozman,Republican,5680,8880,AR Johnson,Johnson County,0.6396396396396397
AR,Johnson,507100000.0,Senate,Conner Eldridge,Democrat,2882,8880,AR Johnson,Johnson County,0.32454954954954957
AR,Lafayette,507300000.0,Senate,Senator John Boozman,Republican,1713,2739,AR Lafayette,Lafayette County,0.6254107338444688
AR,Lafayette,507300000.0,Senate,Conner Eldridge,Democrat,954,2739,AR Lafayette,Lafayette County,0.348302300109529
AR,Lawrence,507500000.0,Senate,Conner Eldridge,Democrat,1380,5528,AR Lawrence,Lawrence County,0.2496382054992764
AR,Lawrence,507500000.0,Senate,Senator John Boozman,Republican,3912,5528,AR Lawrence,Lawrence County,0.7076700434153401
AR,Lee,507700000.0,Senate,Conner Eldridge,Democrat,1636,2994,AR Lee,Lee County,0.5464261857047428
AR,Lee,507700000.0,Senate,Senator John Boozman,Republican,1271,2994,AR Lee,Lee County,0.42451569806279227
AR,Lincoln,507900000.0,Senate,Conner Eldridge,Democrat,1440,3720,AR Lincoln,Lincoln County,0.3870967741935484
AR,Lincoln,507900000.0,Senate,Senator John Boozman,Republican,2190,3720,AR Lincoln,Lincoln County,0.5887096774193549
AR,Little River,508100000.0,Senate,Conner Eldridge,Democrat,1443,4999,AR Little River,Little river County,0.28865773154630925
AR,Little River,508100000.0,Senate,Senator John Boozman,Republican,3368,4999,AR Little River,Little river County,0.6737347469493898
AR,Logan,508300000.0,Senate,Conner Eldridge,Democrat,2342,7849,AR Logan,Logan County,0.29838195948528473
AR,Logan,508300000.0,Senate,Senator John Boozman,Republican,5209,7849,AR Logan,Logan County,0.6636514205631291
AR,Lonoke,508500000.0,Senate,Senator John Boozman,Republican,17483,26453,AR Lonoke,Lonoke County,0.6609080255547575
AR,Lonoke,508500000.0,Senate,Conner Eldridge,Democrat,7666,26453,AR Lonoke,Lonoke County,0.2897969984500813
AR,Madison,508700000.0,Senate,Conner Eldridge,Democrat,2045,6828,AR Madison,Madison County,0.299502050380785
AR,Madison,508700000.0,Senate,Senator John Boozman,Republican,4520,6828,AR Madison,Madison County,0.6619800820152314
AR,Marion,508900000.0,Senate,Conner Eldridge,Democrat,1320,6967,AR Marion,Marion County,0.18946461891775512
AR,Marion,508900000.0,Senate,Senator John Boozman,Republican,5265,6967,AR Marion,Marion County,0.7557054686378643
AR,Miller,509100000.0,Senate,Conner Eldridge,Democrat,4099,15567,AR Miller,Miller County,0.2633134194128605
AR,Miller,509100000.0,Senate,Senator John Boozman,Republican,10974,15567,AR Miller,Miller County,0.7049527847369436
AR,Mississippi,509300000.0,Senate,Senator John Boozman,Republican,6835,12310,AR Mississippi,Mississippi County,0.5552396425670186
AR,Mississippi,509300000.0,Senate,Conner Eldridge,Democrat,5023,12310,AR Mississippi,Mississippi County,0.4080422420796101
AR,Monroe,509500000.0,Senate,Conner Eldridge,Democrat,1361,2783,AR Monroe,Monroe County,0.4890406036651096
AR,Monroe,509500000.0,Senate,Senator John Boozman,Republican,1363,2783,AR Monroe,Monroe County,0.4897592526051024
AR,Montgomery,509700000.0,Senate,Conner Eldridge,Democrat,985,3473,AR Montgomery,Montgomery County,0.28361646991074
AR,Montgomery,509700000.0,Senate,Senator John Boozman,Republican,2366,3473,AR Montgomery,Montgomery County,0.6812553987906709
AR,Nevada,509900000.0,Senate,Senator John Boozman,Republican,1881,3121,AR Nevada,Nevada County,0.6026914450496635
AR,Nevada,509900000.0,Senate,Conner Eldridge,Democrat,1115,3121,AR Nevada,Nevada County,0.35725728933034284
AR,Newton,510100000.0,Senate,Senator John Boozman,Republican,2833,3727,AR Newton,Newton County,0.7601287899114569
AR,Newton,510100000.0,Senate,Conner Eldridge,Democrat,754,3727,AR Newton,Newton County,0.20230748591360342
AR,Ouachita,510300000.0,Senate,Conner Eldridge,Democrat,4052,9564,AR Ouachita,Ouachita County,0.4236721037222919
AR,Ouachita,510300000.0,Senate,Senator John Boozman,Republican,5277,9564,AR Ouachita,Ouachita County,0.5517565872020075
AR,Perry,510500000.0,Senate,Conner Eldridge,Democrat,1394,4199,AR Perry,Perry County,0.3319838056680162
AR,Perry,510500000.0,Senate,Senator John Boozman,Republican,2588,4199,AR Perry,Perry County,0.6163372231483687
AR,Phillips,510700000.0,Senate,Conner Eldridge,Democrat,3777,6368,AR Phillips,Phillips County,0.5931218592964824
AR,Phillips,510700000.0,Senate,Senator John Boozman,Republican,2400,6368,AR Phillips,Phillips County,0.3768844221105528
AR,Pike,510900000.0,Senate,Conner Eldridge,Democrat,955,3911,AR Pike,Pike County,0.24418307338276657
AR,Pike,510900000.0,Senate,Senator John Boozman,Republican,2819,3911,AR Pike,Pike County,0.7207875223727946
AR,Poinsett,511100000.0,Senate,Senator John Boozman,Republican,5357,7628,AR Poinsett,Poinsett County,0.7022810697430519
AR,Poinsett,511100000.0,Senate,Conner Eldridge,Democrat,2026,7628,AR Poinsett,Poinsett County,0.2656004195070792
AR,Polk,511300000.0,Senate,Senator John Boozman,Republican,6062,8026,AR Polk,Polk County,0.7552952903065039
AR,Polk,511300000.0,Senate,Conner Eldridge,Democrat,1654,8026,AR Polk,Polk County,0.2060802392225268
AR,Pope,511500000.0,Senate,Conner Eldridge,Democrat,5819,22241,AR Pope,Pope County,0.26163391933815927
AR,Pope,511500000.0,Senate,Senator John Boozman,Republican,15344,22241,AR Pope,Pope County,0.6898970370037318
AR,Prairie,511700000.0,Senate,Senator John Boozman,Republican,2130,3316,AR Prairie,Prairie County,0.6423401688781665
AR,Prairie,511700000.0,Senate,Conner Eldridge,Democrat,1093,3316,AR Prairie,Prairie County,0.3296139927623643
AR,Pulaski,511900000.0,Senate,Conner Eldridge,Democrat,88892,158339,AR Pulaski,Pulaski County,0.5614030655744953
AR,Pulaski,511900000.0,Senate,Senator John Boozman,Republican,64378,158339,AR Pulaski,Pulaski County,0.40658334333297547
AR,Randolph,512100000.0,Senate,Conner Eldridge,Democrat,1659,6255,AR Randolph,Randolph County,0.26522781774580334
AR,Randolph,512100000.0,Senate,Senator John Boozman,Republican,4266,6255,AR Randolph,Randolph County,0.6820143884892086
AR,Saline,512500000.0,Senate,Conner Eldridge,Democrat,16140,51640,AR Saline,Saline County,0.3125484120836561
AR,Saline,512500000.0,Senate,Senator John Boozman,Republican,33125,51640,AR Saline,Saline County,0.6414601084430674
AR,Scott,512700000.0,Senate,Conner Eldridge,Democrat,867,3444,AR Scott,Scott County,0.25174216027874563
AR,Scott,512700000.0,Senate,Senator John Boozman,Republican,2461,3444,AR Scott,Scott County,0.7145760743321719
AR,Searcy,512900000.0,Senate,Senator John Boozman,Republican,2704,3624,AR Searcy,Searcy County,0.7461368653421634
AR,Searcy,512900000.0,Senate,Conner Eldridge,Democrat,725,3624,AR Searcy,Searcy County,0.2000551876379691
AR,Sebastian,513100000.0,Senate,Conner Eldridge,Democrat,13060,44560,AR Sebastian,Sebastian County,0.29308797127468583
AR,Sebastian,513100000.0,Senate,Senator John Boozman,Republican,29405,44560,AR Sebastian,Sebastian County,0.6598967684021544
AR,Sevier,513300000.0,Senate,Conner Eldridge,Democrat,1076,4321,AR Sevier,Sevier County,0.24901643138162463
AR,Sevier,513300000.0,Senate,Senator John Boozman,Republican,3036,4321,AR Sevier,Sevier County,0.7026151353853275
AR,Sharp,513500000.0,Senate,Senator John Boozman,Republican,5127,7053,AR Sharp,Sharp County,0.7269247128881328
AR,Sharp,513500000.0,Senate,Conner Eldridge,Democrat,1609,7053,AR Sharp,Sharp County,0.22812987381256203
AR,St Francis,512300000.0,Senate,Senator John Boozman,Republican,3153,6966,AR St Francis,St francis County,0.4526270456503015
AR,St Francis,512300000.0,Senate,Conner Eldridge,Democrat,3643,6966,AR St Francis,St francis County,0.5229687051392478
AR,Stone,513700000.0,Senate,Senator John Boozman,Republican,3690,5486,AR Stone,Stone County,0.6726212176449143
AR,Stone,513700000.0,Senate,Conner Eldridge,Democrat,1530,5486,AR Stone,Stone County,0.2788917243893547
AR,Union,513900000.0,Senate,Senator John Boozman,Republican,10168,15753,AR Union,Union County,0.6454643559956834
AR,Union,513900000.0,Senate,Conner Eldridge,Democrat,4902,15753,AR Union,Union County,0.31117882308131783
AR,Van Buren,514100000.0,Senate,Senator John Boozman,Republican,4670,7133,AR Van Buren,Van buren County,0.6547034908173279
AR,Van Buren,514100000.0,Senate,Conner Eldridge,Democrat,2145,7133,AR Van Buren,Van buren County,0.3007149866816206
AR,Washington,514300000.0,Senate,Senator John Boozman,Republican,43137,81107,AR Washington,Washington County,0.5318529843293427
AR,Washington,514300000.0,Senate,Conner Eldridge,Democrat,34475,81107,AR Washington,Washington County,0.4250557904989705
AR,White,514500000.0,Senate,Senator John Boozman,Republican,19413,27830,AR White,White County,0.6975565936040244
AR,White,514500000.0,Senate,Conner Eldridge,Democrat,7341,27830,AR White,White County,0.2637800934243622
AR,Woodruff,514700000.0,Senate,Senator John Boozman,Republican,917,2487,AR Woodruff,Woodruff County,0.36871733011660635
AR,Woodruff,514700000.0,Senate,Conner Eldridge,Democrat,1521,2487,AR Woodruff,Woodruff County,0.6115802171290712
AR,Yell,514900000.0,Senate,Senator John Boozman,Republican,4221,6356,AR Yell,Yell County,0.6640969162995595
AR,Yell,514900000.0,Senate,Conner Eldridge,Democrat,1881,6356,AR Yell,Yell County,0.2959408432976715
AZ,Apache,400100000.0,Senate,ANN KIRKPATRICK,Democrat,10,298,AZ Apache,Apache County,0.03355704697986577
AZ,Apache,400100000.0,Senate,GENE SCOTT II,Democrat,21,298,AZ Apache,Apache County,0.07046979865771812
AZ,Apache,400100000.0,Senate,JOHN MCCAIN,Republican,59,298,AZ Apache,Apache County,0.19798657718120805
AZ,Apache,400100000.0,Senate,SHEILA BILYEU,Democrat,3,298,AZ Apache,Apache County,0.010067114093959731
AZ,Apache,400100000.0,Senate,SYDNEY DUDIKOFF,Republican,44,298,AZ Apache,Apache County,0.1476510067114094
AZ,Cochise,400300000.0,Senate,ANN KIRKPATRICK,Democrat,8,292,AZ Cochise,Cochise County,0.0273972602739726
AZ,Cochise,400300000.0,Senate,GENE SCOTT II,Democrat,1,292,AZ Cochise,Cochise County,0.003424657534246575
AZ,Cochise,400300000.0,Senate,JOHN MCCAIN,Republican,52,292,AZ Cochise,Cochise County,0.1780821917808219
AZ,Cochise,400300000.0,Senate,SHEILA BILYEU,Democrat,1,292,AZ Cochise,Cochise County,0.003424657534246575
AZ,Cochise,400300000.0,Senate,SYDNEY DUDIKOFF,Republican,37,292,AZ Cochise,Cochise County,0.1267123287671233
AZ,Coconino,400500000.0,Senate,ANN KIRKPATRICK,Democrat,14,208,AZ Coconino,Coconino County,0.0673076923076923
AZ,Coconino,400500000.0,Senate,GENE SCOTT II,Democrat,1,208,AZ Coconino,Coconino County,0.004807692307692308
AZ,Coconino,400500000.0,Senate,JOHN MCCAIN,Republican,50,208,AZ Coconino,Coconino County,0.2403846153846154
AZ,Coconino,400500000.0,Senate,SHEILA BILYEU,Democrat,2,208,AZ Coconino,Coconino County,0.009615384615384616
AZ,Coconino,400500000.0,Senate,SYDNEY DUDIKOFF,Republican,40,208,AZ Coconino,Coconino County,0.19230769230769232
AZ,Gila,400700000.0,Senate,ANN KIRKPATRICK,Democrat,19,175,AZ Gila,Gila County,0.10857142857142857
AZ,Gila,400700000.0,Senate,GENE SCOTT II,Democrat,1,175,AZ Gila,Gila County,0.005714285714285714
AZ,Gila,400700000.0,Senate,JOHN MCCAIN,Republican,46,175,AZ Gila,Gila County,0.26285714285714284
AZ,Gila,400700000.0,Senate,SHEILA BILYEU,Democrat,1,175,AZ Gila,Gila County,0.005714285714285714
AZ,Gila,400700000.0,Senate,SYDNEY DUDIKOFF,Republican,38,175,AZ Gila,Gila County,0.21714285714285714
AZ,Graham,400900000.0,Senate,ANN KIRKPATRICK,Democrat,15,184,AZ Graham,Graham County,0.08152173913043478
AZ,Graham,400900000.0,Senate,GENE SCOTT II,Democrat,1,184,AZ Graham,Graham County,0.005434782608695652
AZ,Graham,400900000.0,Senate,JOHN MCCAIN,Republican,58,184,AZ Graham,Graham County,0.31521739130434784
AZ,Graham,400900000.0,Senate,SHEILA BILYEU,Democrat,1,184,AZ Graham,Graham County,0.005434782608695652
AZ,Graham,400900000.0,Senate,SYDNEY DUDIKOFF,Republican,5,184,AZ Graham,Graham County,0.02717391304347826
AZ,Greenlee,401100000.0,Senate,ANN KIRKPATRICK,Democrat,6,86,AZ Greenlee,Greenlee County,0.06976744186046512
AZ,Greenlee,401100000.0,Senate,GENE SCOTT II,Democrat,1,86,AZ Greenlee,Greenlee County,0.011627906976744186
AZ,Greenlee,401100000.0,Senate,JOHN MCCAIN,Republican,47,86,AZ Greenlee,Greenlee County,0.5465116279069767
AZ,Greenlee,401100000.0,Senate,SHEILA BILYEU,Democrat,1,86,AZ Greenlee,Greenlee County,0.011627906976744186
AZ,Greenlee,401100000.0,Senate,SYDNEY DUDIKOFF,Republican,1,86,AZ Greenlee,Greenlee County,0.011627906976744186
AZ,LaPaz,401200000.0,Senate,ANN KIRKPATRICK,Democrat,7,98,AZ LaPaz,Lapaz County,0.07142857142857142
AZ,LaPaz,401200000.0,Senate,GENE SCOTT II,Democrat,1,98,AZ LaPaz,Lapaz County,0.01020408163265306
AZ,LaPaz,401200000.0,Senate,JOHN MCCAIN,Republican,53,98,AZ LaPaz,Lapaz County,0.5408163265306123
AZ,LaPaz,401200000.0,Senate,SHEILA BILYEU,Democrat,1,98,AZ LaPaz,Lapaz County,0.01020408163265306
AZ,LaPaz,401200000.0,Senate,SYDNEY DUDIKOFF,Republican,1,98,AZ LaPaz,Lapaz County,0.01020408163265306
AZ,Maricopa,401300000.0,Senate,ANN KIRKPATRICK,Democrat,18,504,AZ Maricopa,Maricopa County,0.03571428571428571
AZ,Maricopa,401300000.0,Senate,GENE SCOTT II,Democrat,21,504,AZ Maricopa,Maricopa County,0.041666666666666664
AZ,Maricopa,401300000.0,Senate,JOHN MCCAIN,Republican,60,504,AZ Maricopa,Maricopa County,0.11904761904761904
AZ,Maricopa,401300000.0,Senate,SHEILA BILYEU,Democrat,4,504,AZ Maricopa,Maricopa County,0.007936507936507936
AZ,Maricopa,401300000.0,Senate,SYDNEY DUDIKOFF,Republican,41,504,AZ Maricopa,Maricopa County,0.08134920634920635
AZ,Mohave,401500000.0,Senate,ANN KIRKPATRICK,Democrat,11,216,AZ Mohave,Mohave County,0.05092592592592592
AZ,Mohave,401500000.0,Senate,GENE SCOTT II,Democrat,1,216,AZ Mohave,Mohave County,0.004629629629629629
AZ,Mohave,401500000.0,Senate,JOHN MCCAIN,Republican,54,216,AZ Mohave,Mohave County,0.25
AZ,Mohave,401500000.0,Senate,SHEILA BILYEU,Democrat,1,216,AZ Mohave,Mohave County,0.004629629629629629
AZ,Mohave,401500000.0,Senate,SYDNEY DUDIKOFF,Republican,43,216,AZ Mohave,Mohave County,0.19907407407407407
AZ,Navajo,401700000.0,Senate,ANN KIRKPATRICK,Democrat,9,175,AZ Navajo,Navajo County,0.05142857142857143
AZ,Navajo,401700000.0,Senate,GENE SCOTT II,Democrat,1,175,AZ Navajo,Navajo County,0.005714285714285714
AZ,Navajo,401700000.0,Senate,JOHN MCCAIN,Republican,48,175,AZ Navajo,Navajo County,0.2742857142857143
AZ,Navajo,401700000.0,Senate,SHEILA BILYEU,Democrat,1,175,AZ Navajo,Navajo County,0.005714285714285714
AZ,Navajo,401700000.0,Senate,SYDNEY DUDIKOFF,Republican,3,175,AZ Navajo,Navajo County,0.017142857142857144
